!Agilent Technologies,E4990A,MY54101349,A.02.20
!Date: Wed Sep 21 03:09:39 2022

BEGIN CH1_DATA
Frequency(Hz), |Z|(Ohm)-data, theta-z(deg)-data, Ls(H)-data, Rs(Ohm)-data
+1.06000000000e+003, +1.30755668383e+002, +8.78730602135e+001, +1.96189374610e-002, +4.85281054480e+000
+1.07000000000e+003, +1.31885730214e+002, +8.79077802152e+001, +1.96039934065e-002, +4.81488545132e+000
+1.08000000000e+003, +1.33099779414e+002, +8.78754079887e+001, +1.96008571613e-002, +4.93435869214e+000
+1.09000000000e+003, +1.34243433523e+002, +8.78780950359e+001, +1.95879412275e-002, +4.97046555416e+000
+1.10000000000e+003, +1.35436310952e+002, +8.78776462301e+001, +1.95823380412e-002, +5.01569291501e+000
+1.11000000000e+003, +1.36593356563e+002, +8.78891319826e+001, +1.95718522582e-002, +5.03117907295e+000
+1.12000000000e+003, +1.37765723832e+002, +8.79196055723e+001, +1.95639677485e-002, +5.00113749761e+000
+1.13000000000e+003, +1.38976443882e+002, +8.78941680489e+001, +1.95609294579e-002, +5.10674875999e+000
+1.14000000000e+003, +1.40116595884e+002, +8.78776901738e+001, +1.95482034927e-002, +5.18891328122e+000
+1.15000000000e+003, +1.41287105671e+002, +8.78897903404e+001, +1.95402538925e-002, +5.20244280998e+000
+1.16000000000e+003, +1.42474711262e+002, +8.78849438002e+001, +1.95345744730e-002, +5.25821603384e+000
+1.17000000000e+003, +1.43707772756e+002, +8.79078265762e+001, +1.95355177965e-002, +5.24636848515e+000
+1.18000000000e+003, +1.44882843702e+002, +8.79084675006e+001, +1.95283550157e-002, +5.28764742168e+000
+1.19000000000e+003, +1.46056522941e+002, +8.79180002173e+001, +1.95212371050e-002, +5.30619767111e+000
+1.20000000000e+003, +1.47159993093e+002, +8.79334774111e+001, +1.95050066189e-002, +5.30656048537e+000
+1.21000000000e+003, +1.48355989184e+002, +8.79023369597e+001, +1.95006335507e-002, +5.43026662117e+000
+1.22000000000e+003, +1.49630091199e+002, +8.79342971645e+001, +1.95072892399e-002, +5.39349231346e+000
+1.23000000000e+003, +1.50758183500e+002, +8.79099813239e+001, +1.94942670404e-002, +5.49809339048e+000
+1.24000000000e+003, +1.51858015884e+002, +8.79012614525e+001, +1.94780172170e-002, +5.56129976105e+000
+1.25000000000e+003, +1.53136596595e+002, +8.78903275845e+001, +1.94847412113e-002, +5.63732722634e+000
+1.26000000000e+003, +1.54288460282e+002, +8.79155907630e+001, +1.94758121012e-002, +5.61174592726e+000
+1.27000000000e+003, +1.55490516623e+002, +8.79069799972e+001, +1.94728931639e-002, +5.67881941122e+000
+1.28000000000e+003, +1.56651510789e+002, +8.78991935724e+001, +1.94649258047e-002, +5.74249568978e+000
+1.29000000000e+003, +1.57791451328e+002, +8.78961201076e+001, +1.94545432879e-002, +5.79274193682e+000
+1.30000000000e+003, +1.59006520773e+002, +8.78996475878e+001, +1.94535938008e-002, +5.82756598266e+000
+1.31000000000e+003, +1.60261944971e+002, +8.79218264300e+001, +1.94577897865e-002, +5.81158192864e+000
+1.32000000000e+003, +1.61401523413e+002, +8.79008000514e+001, +1.94474327992e-002, +5.91209818664e+000
+1.33000000000e+003, +1.62608879202e+002, +8.78816928296e+001, +1.94453544421e-002, +6.01051405710e+000
+1.34000000000e+003, +1.63724375373e+002, +8.78937531067e+001, +1.94327902809e-002, +6.01730697625e+000
+1.35000000000e+003, +1.64951491081e+002, +8.78980953957e+001, +1.94334678584e-002, +6.04991395817e+000
+1.36000000000e+003, +1.66214768367e+002, +8.79013009005e+001, +1.94383510279e-002, +6.08695418209e+000
+1.37000000000e+003, +1.67287363629e+002, +8.78874735687e+001, +1.94208143430e-002, +6.16657832633e+000
+1.38000000000e+003, +1.68569583466e+002, +8.78975205508e+001, +1.94279866559e-002, +6.18430458162e+000
+1.39000000000e+003, +1.69729517324e+002, +8.78632503963e+001, +1.94205100150e-002, +6.32830937186e+000
+1.40000000000e+003, +1.70929518015e+002, +8.78939465961e+001, +1.94185011985e-002, +6.28153832016e+000
+1.41000000000e+003, +1.72131909100e+002, +8.78675660422e+001, +1.94160797524e-002, +6.40492539847e+000
+1.42000000000e+003, +1.73272228949e+002, +8.78816802974e+001, +1.94072438383e-002, +6.40470146216e+000
+1.43000000000e+003, +1.74593176267e+002, +8.78550164718e+001, +1.94181097071e-002, +6.53472241376e+000
+1.44000000000e+003, +1.75488892061e+002, +8.79376590096e+001, +1.93832176249e-002, +6.31529569179e+000
+1.45000000000e+003, +1.76586434996e+002, +8.79347440646e+001, +1.93698952588e-002, +6.36377090122e+000
+1.46000000000e+003, +1.77790664817e+002, +8.79648915617e+001, +1.93687776708e-002, +6.31367980818e+000
+1.47000000000e+003, +1.78913635580e+002, +8.79429452831e+001, +1.93582582340e-002, +6.42204506457e+000
+1.48000000000e+003, +1.80089740186e+002, +8.79357326575e+001, +1.93537649339e-002, +6.48691671383e+000
+1.49000000000e+003, +1.81305913179e+002, +8.79439851086e+001, +1.93537958679e-002, +6.50462677922e+000
+1.50000000000e+003, +1.82511056433e+002, +8.79390449245e+001, +1.93524979391e-002, +6.56358953630e+000
+1.51000000000e+003, +1.83567133632e+002, +8.79808128151e+001, +1.93360769924e-002, +6.46783564622e+000
+1.52000000000e+003, +1.84760978886e+002, +8.79233530142e+001, +1.93330992287e-002, +6.69507133541e+000
+1.53000000000e+003, +1.85906476422e+002, +8.79411974069e+001, +1.93260360601e-002, +6.67871838761e+000
+1.54000000000e+003, +1.87088011198e+002, +8.79683374026e+001, +1.93228988619e-002, +6.63260138253e+000
+1.55000000000e+003, +1.88258792735e+002, +8.79509362408e+001, +1.93181669671e-002, +6.73124703177e+000
+1.56000000000e+003, +1.89442541548e+002, +8.79463148794e+001, +1.93149684331e-002, +6.78884256828e+000
+1.57000000000e+003, +1.90699223189e+002, +8.79100585830e+001, +1.93188121389e-002, +6.95447088494e+000
+1.58000000000e+003, +1.91874058829e+002, +8.79405957784e+001, +1.93151777194e-002, +6.89511814438e+000
+1.59000000000e+003, +1.93013985378e+002, +8.79478874541e+001, +1.93078168551e-002, +6.91153426678e+000
+1.60000000000e+003, +1.94167073044e+002, +8.79237795321e+001, +1.93014764784e-002, +7.03446979669e+000
+1.61000000000e+003, +1.95482934748e+002, +8.79389222870e+001, +1.93117686876e-002, +7.03051139184e+000
+1.62000000000e+003, +1.96502799674e+002, +8.79560378330e+001, +1.92928973604e-002, +7.00852849275e+000
+1.63000000000e+003, +1.97807989435e+002, +8.79379484320e+001, +1.93016766174e-002, +7.11749156044e+000
+1.64000000000e+003, +1.99065550964e+002, +8.78970283326e+001, +1.93054440073e-002, +7.30481772960e+000
+1.65000000000e+003, +2.00088545354e+002, +8.79030950171e+001, +1.92871252626e-002, +7.32118518891e+000
+1.66000000000e+003, +2.01284175905e+002, +8.79346448195e+001, +1.92858797402e-002, +7.25416937774e+000
+1.67000000000e+003, +2.02531984526e+002, +8.79315237247e+001, +1.92891993629e-002, +7.31016512796e+000
+1.68000000000e+003, +2.03686761300e+002, +8.79251358715e+001, +1.92836315232e-002, +7.37453950708e+000
+1.69000000000e+003, +2.04742310710e+002, +8.79046856871e+001, +1.92686174905e-002, +7.48578485097e+000
+1.70000000000e+003, +2.05772475606e+002, +8.79365021462e+001, +1.92520409651e-002, +7.40925910716e+000
+1.71000000000e+003, +2.07162594495e+002, +8.79093661771e+001, +1.92684236861e-002, +7.55736341073e+000
+1.72000000000e+003, +2.08216087977e+002, +8.79456533876e+001, +1.92542561575e-002, +7.46401171525e+000
+1.73000000000e+003, +2.09494172594e+002, +8.79343248669e+001, +1.92603273786e-002, +7.55122217959e+000
+1.74000000000e+003, +2.10576091915e+002, +8.79202095068e+001, +1.92483612946e-002, +7.64206346596e+000
+1.75000000000e+003, +2.11888408238e+002, +8.79202110511e+001, +1.92576415594e-002, +7.68968332049e+000
+1.76000000000e+003, +2.12985804079e+002, +8.79235610744e+001, +1.92474349536e-002, +7.71706426234e+000
+1.77000000000e+003, +2.14109445294e+002, +8.79053630963e+001, +1.92394391375e-002, +7.82573613641e+000
+1.78000000000e+003, +2.15348414226e+002, +8.79428196663e+001, +1.92425141434e-002, +7.73033108029e+000
+1.79000000000e+003, +2.16425413923e+002, +8.79581622747e+001, +1.92308963100e-002, +7.71107486946e+000
+1.80000000000e+003, +2.17696262702e+002, +8.79264122707e+001, +1.92359713642e-002, +7.87691113165e+000
+1.81000000000e+003, +2.18761945270e+002, +8.78981170640e+001, +1.92229942869e-002, +8.02343343423e+000
+1.82000000000e+003, +2.20105999276e+002, +8.79419687572e+001, +1.92353635512e-002, +7.90438015038e+000
+1.83000000000e+003, +2.21168426730e+002, +8.79220165802e+001, +1.92223501888e-002, +8.01950130453e+000
+1.84000000000e+003, +2.22397666312e+002, +8.78792030972e+001, +1.92236102407e-002, +8.23014521314e+000
+1.85000000000e+003, +2.23514043913e+002, +8.79342085962e+001, +1.92163489685e-002, +8.05702204167e+000
+1.86000000000e+003, +2.24617868417e+002, +8.79028247242e+001, +1.92070426475e-002, +8.21976534135e+000
+1.87000000000e+003, +2.25977197748e+002, +8.79020925238e+001, +1.92199366722e-002, +8.27239513526e+000
+1.88000000000e+003, +2.27113245516e+002, +8.79100876308e+001, +1.92139107956e-002, +8.28231224168e+000
+1.89000000000e+003, +2.28164372376e+002, +8.79221679849e+001, +1.92008526239e-002, +8.27256968053e+000
+1.90000000000e+003, +2.29339851991e+002, +8.78971261442e+001, +1.91978894465e-002, +8.41535827959e+000
+1.91000000000e+003, +2.30709062620e+002, +8.78824180683e+001, +1.92112108668e-002, +8.52478372241e+000
+1.92000000000e+003, +2.31915204542e+002, +8.79076446759e+001, +1.92113760552e-002, +8.46731067421e+000
+1.93000000000e+003, +2.32937350250e+002, +8.78723667928e+001, +1.91956335124e-002, +8.64795542084e+000
+1.94000000000e+003, +2.34106858572e+002, +8.79048652161e+001, +1.91929670106e-002, +8.55867789267e+000
+1.95000000000e+003, +2.35363979782e+002, +8.78230246669e+001, +1.91960538371e-002, +8.94059402483e+000
+1.96000000000e+003, +2.36463610353e+002, +8.78781808013e+001, +1.91880352482e-002, +8.75489187825e+000
+1.97000000000e+003, +2.37620976973e+002, +8.78560927800e+001, +1.91837973665e-002, +8.88928401923e+000
+1.98000000000e+003, +2.38783606676e+002, +8.78759140672e+001, +1.91805450057e-002, +8.85022830878e+000
+1.99000000000e+003, +2.40007233268e+002, +8.79157263757e+001, +1.91824452597e-002, +8.72892258213e+000
+2.00000000000e+003, +2.41050398453e+002, +8.78806496971e+001, +1.91690598685e-002, +8.91433451107e+000
+2.01000000000e+003, +2.42361324530e+002, +8.78251825661e+001, +1.91767255586e-002, +9.19727554450e+000
+2.02000000000e+003, +2.43364570293e+002, +8.78784686960e+001, +1.91614480853e-002, +9.00917286452e+000
+2.03000000000e+003, +2.44697660470e+002, +8.78109351954e+001, +1.91706508590e-002, +9.34673951430e+000
+2.04000000000e+003, +2.45888036985e+002, +8.78548556402e+001, +1.91700351288e-002, +9.20385620883e+000
+2.05000000000e+003, +2.47002778119e+002, +8.78428998797e+001, +1.91628565794e-002, +9.29708728234e+000
+2.06000000000e+003, +2.48082658088e+002, +8.78729929559e+001, +1.91535813349e-002, +9.20752580681e+000
+2.07000000000e+003, +2.49502391689e+002, +8.78065926143e+001, +1.91692970221e-002, +9.54916282612e+000
+2.08000000000e+003, +2.50534779644e+002, +8.78523425345e+001, +1.91566538237e-002, +9.38877007066e+000
+2.09000000000e+003, +2.51731103818e+002, +8.78251361371e+001, +1.91556888389e-002, +9.55304949106e+000
+2.10000000000e+003, +2.52821305194e+002, +8.78585915670e+001, +1.91474573316e-002, +9.44690248165e+000
+2.11000000000e+003, +2.54032565444e+002, +8.78512845173e+001, +1.91479198254e-002, +9.52453694270e+000
+2.12000000000e+003, +2.55300065328e+002, +8.78326014868e+001, +1.91524523304e-002, +9.65524908680e+000
+2.13000000000e+003, +2.56472830287e+002, +8.78156244292e+001, +1.91498861693e-002, +9.77554167188e+000
+2.14000000000e+003, +2.57489272373e+002, +8.78662888421e+001, +1.91365780228e-002, +9.58675764575e+000
+2.15000000000e+003, +2.58484527851e+002, +8.78661772102e+001, +1.91211925529e-002, +9.62431594488e+000
+2.16000000000e+003, +2.60025066463e+002, +8.78448778794e+001, +1.91458345547e-002, +9.77827069900e+000
+2.17000000000e+003, +2.61131030855e+002, +8.78140798266e+001, +1.91382726936e-002, +9.96012499085e+000
+2.18000000000e+003, +2.62254720033e+002, +8.78093205873e+001, +1.91323990408e-002, +1.00247531675e+001
+2.19000000000e+003, +2.63297853592e+002, +8.78171543416e+001, +1.91208890659e-002, +1.00286540810e+001
+2.20000000000e+003, +2.64782359725e+002, +8.78036652897e+001, +1.91411195659e-002, +1.01474886482e+001
+2.21000000000e+003, +2.65823234728e+002, +8.77955071813e+001, +1.91293078999e-002, +1.02252005805e+001
+2.22000000000e+003, +2.66887371684e+002, +8.78265319351e+001, +1.91197685956e-002, +1.01217240372e+001
+2.23000000000e+003, +2.68178267676e+002, +8.78459474487e+001, +1.91263394759e-002, +1.00798700305e+001
+2.24000000000e+003, +2.69214375067e+002, +8.78156994247e+001, +1.91141365842e-002, +1.02608374892e+001
+2.25000000000e+003, +2.70403941757e+002, +8.77980878796e+001, +1.91130433705e-002, +1.03892323710e+001
+2.26000000000e+003, +2.71606717362e+002, +8.77657811319e+001, +1.91126949422e-002, +1.05884775799e+001
+2.27000000000e+003, +2.72765615004e+002, +8.77756552808e+001, +1.91098174727e-002, +1.05866848639e+001
+2.28000000000e+003, +2.74066597447e+002, +8.78039567556e+001, +1.91171133165e-002, +1.05019035413e+001
+2.29000000000e+003, +2.75169270984e+002, +8.78314093518e+001, +1.91105608995e-002, +1.04124081883e+001
+2.30000000000e+003, +2.76247674464e+002, +8.77646454829e+001, +1.91011853706e-002, +1.07748746970e+001
+2.31000000000e+003, +2.77491200089e+002, +8.77271362750e+001, +1.91036155107e-002, +1.10048992583e+001
+2.32000000000e+003, +2.78595129611e+002, +8.77833809942e+001, +1.90976785754e-002, +1.07754049267e+001
+2.33000000000e+003, +2.79862341496e+002, +8.77916507616e+001, +1.91023152830e-002, +1.07840539783e+001
+2.34000000000e+003, +2.80875676309e+002, +8.77449894093e+001, +1.90889463364e-002, +1.10516712682e+001
+2.35000000000e+003, +2.82313245025e+002, +8.77524368714e+001, +1.91050990790e-002, +1.10715680475e+001
+2.36000000000e+003, +2.83320997130e+002, +8.77679734023e+001, +1.90922567980e-002, +1.10343217288e+001
+2.37000000000e+003, +2.84130795808e+002, +8.77625083344e+001, +1.90659677336e-002, +1.10929411978e+001
+2.38000000000e+003, +2.85666650704e+002, +8.77770706450e+001, +1.90886746808e-002, +1.10803534235e+001
+2.39000000000e+003, +2.86921832490e+002, +8.77733905560e+001, +1.90922803074e-002, +1.11474540462e+001
+2.40000000000e+003, +2.87941464366e+002, +8.77033584193e+001, +1.90793734980e-002, +1.15387428612e+001
+2.41000000000e+003, +2.89014993673e+002, +8.77190808954e+001, +1.90712534170e-002, +1.15025176032e+001
+2.42000000000e+003, +2.90233198531e+002, +8.77537240679e+001, +1.90729560227e-002, +1.13756520624e+001
+2.43000000000e+003, +2.91472406927e+002, +8.77681114908e+001, +1.90757544336e-002, +1.13510875303e+001
+2.44000000000e+003, +2.92703218091e+002, +8.77316800045e+001, +1.90773202366e-002, +1.15849918391e+001
+2.45000000000e+003, +2.93792095559e+002, +8.77216828098e+001, +1.90700008951e-002, +1.16793105242e+001
+2.46000000000e+003, +2.94935623058e+002, +8.77304324395e+001, +1.90665206495e-002, +1.16797658185e+001
+2.47000000000e+003, +2.96156706029e+002, +8.77212386759e+001, +1.90678257568e-002, +1.17756063132e+001
+2.48000000000e+003, +2.97394199957e+002, +8.77013644037e+001, +1.90700288288e-002, +1.19278860869e+001
+2.49000000000e+003, +2.98547037850e+002, +8.76889351574e+001, +1.90669032835e-002, +1.20388359008e+001
+2.50000000000e+003, +2.99865567948e+002, +8.76956444924e+001, +1.90745976416e-002, +1.20569195269e+001
+2.51000000000e+003, +3.00500744727e+002, +8.76732016824e+001, +1.90385446133e-002, +1.22000688618e+001
