!Agilent Technologies,E4990A,MY54101349,A.02.20
!Date: Wed Sep 21 00:00:41 2022

BEGIN CH1_DATA
Frequency(Hz), |Z|(Ohm)-data, theta-z(deg)-data, Ls(H)-data, Rs(Ohm)-data
+2.80000000000e+002, +5.60456865950e+001, +7.74394056652e+001, +3.10945108137e-002, +1.21883672587e+001
+2.90000000000e+002, +5.75137662977e+001, +7.78474148861e+001, +3.08568001868e-002, +1.21075604165e+001
+3.00000000000e+002, +5.90060001791e+001, +7.82067487186e+001, +3.06428811569e-002, +1.20596907020e+001
+3.10000000000e+002, +6.04491318613e+001, +7.85454225446e+001, +3.04166316560e-002, +1.20046543943e+001
+3.20000000000e+002, +6.19083988274e+001, +7.88845523453e+001, +3.02131000212e-002, +1.19351052783e+001
+3.30000000000e+002, +6.33539957758e+001, +7.92611177527e+001, +3.00197331054e-002, +1.18049652121e+001
+3.40000000000e+002, +6.48050770700e+001, +7.96349270988e+001, +2.98404023956e-002, +1.16596992407e+001
+3.50000000000e+002, +6.62588160805e+001, +7.98817143543e+001, +2.96611626521e-002, +1.16404095121e+001
+3.60000000000e+002, +6.75001987673e+001, +8.06000587766e+001, +2.94409359887e-002, +1.10244666002e+001
+3.70000000000e+002, +6.88338952406e+001, +8.09420153656e+001, +2.92395605160e-002, +1.08367918747e+001
+3.80000000000e+002, +7.03026206402e+001, +8.12952098216e+001, +2.91055948441e-002, +1.06398420053e+001
+3.90000000000e+002, +7.17470629757e+001, +8.15522829789e+001, +2.89615600553e-002, +1.05401359317e+001
+4.00000000000e+002, +7.31891291897e+001, +8.18193921708e+001, +2.88247066809e-002, +1.04143687248e+001
+4.10000000000e+002, +7.46207765621e+001, +8.20339656549e+001, +2.86869858923e-002, +1.03413974211e+001
+4.20000000000e+002, +7.60460766205e+001, +8.23138028790e+001, +2.85580190399e-002, +1.01709686820e+001
+4.30000000000e+002, +7.74700562842e+001, +8.25567848922e+001, +2.84322063818e-002, +1.00357440798e+001
+4.40000000000e+002, +7.89365866131e+001, +8.27265655787e+001, +2.83228532814e-002, +9.99374257835e+000
+4.50000000000e+002, +8.03654576714e+001, +8.29039683712e+001, +2.82057566703e-002, +9.92776570177e+000
+4.60000000000e+002, +8.18139669172e+001, +8.31023762327e+001, +2.81018581729e-002, +9.82550284680e+000
+4.70000000000e+002, +8.32077431642e+001, +8.32044540336e+001, +2.79784856236e-002, +9.84570409023e+000
+4.80000000000e+002, +8.46331103287e+001, +8.34908298127e+001, +2.78811415893e-002, +9.59419841107e+000
+4.90000000000e+002, +8.60916579021e+001, +8.36382184248e+001, +2.77908923409e-002, +9.53947458204e+000
+5.00000000000e+002, +8.75712055423e+001, +8.37581938173e+001, +2.77095358997e-002, +9.52115433383e+000
+5.10000000000e+002, +8.89853172805e+001, +8.39197479923e+001, +2.76132987870e-002, +9.42544485390e+000
+5.20000000000e+002, +9.04431694484e+001, +8.40569939928e+001, +2.75329089566e-002, +9.36440691075e+000
+5.30000000000e+002, +9.19410538933e+001, +8.41675985165e+001, +2.74662729915e-002, +9.34294862720e+000
+5.40000000000e+002, +9.33421539423e+001, +8.42341272433e+001, +2.73716764596e-002, +9.37749775417e+000
+5.50000000000e+002, +9.48302902506e+001, +8.44144329075e+001, +2.73109972814e-002, +9.23004050502e+000
+5.60000000000e+002, +9.62510034605e+001, +8.44861187206e+001, +2.72284678413e-002, +9.24846134850e+000
+5.70000000000e+002, +9.76699742831e+001, +8.46778851232e+001, +2.71537644264e-002, +9.05936945948e+000
+5.80000000000e+002, +9.91729585995e+001, +8.47561769623e+001, +2.70996684991e-002, +9.06383936808e+000
+5.90000000000e+002, +1.00723152824e+002, +8.47873031063e+001, +2.70581182882e-002, +9.15102765199e+000
+6.00000000000e+002, +1.02196256388e+002, +8.48796783104e+001, +2.70002221704e-002, +9.12076729074e+000
+6.10000000000e+002, +1.03738071933e+002, +8.48615849450e+001, +2.69575008236e-002, +9.29099870964e+000
+6.20000000000e+002, +1.05251789259e+002, +8.49168886732e+001, +2.69120375270e-002, +9.32538188904e+000
+6.30000000000e+002, +1.06798493515e+002, +8.49319571694e+001, +2.68746924808e-002, +9.43444364275e+000
+6.40000000000e+002, +1.08358228992e+002, +8.49621069131e+001, +2.68423822943e-002, +9.51543086201e+000
+6.50000000000e+002, +1.09923807927e+002, +8.49594224515e+001, +2.68111687891e-002, +9.65804181675e+000
+6.60000000000e+002, +1.11441987592e+002, +8.49935729029e+001, +2.67710254200e-002, +9.72526246512e+000
+6.70000000000e+002, +1.12967687882e+002, +8.50055819651e+001, +2.67329874612e-002, +9.83481885059e+000
+6.80000000000e+002, +1.14483437965e+002, +8.50503859571e+001, +2.66950877170e-002, +9.87759149618e+000
+6.90000000000e+002, +1.15970981917e+002, +8.51362635014e+001, +2.66534681409e-002, +9.83275066129e+000
+7.00000000000e+002, +1.17425912917e+002, +8.52284448636e+001, +2.66059198881e-002, +9.76785353036e+000
+7.10000000000e+002, +1.18963459463e+002, +8.52100040823e+001, +2.65739381457e-002, +9.93390690346e+000
+7.20000000000e+002, +1.19859545426e+002, +8.57212432187e+001, +2.64209320364e-002, +8.94260097129e+000
+7.30000000000e+002, +1.21294545429e+002, +8.57563300264e+001, +2.63721921432e-002, +8.97559182765e+000
+7.40000000000e+002, +1.22797643437e+002, +8.57724930155e+001, +2.63387527987e-002, +9.05227226401e+000
+7.50000000000e+002, +1.24189047102e+002, +8.58814743556e+001, +2.62856787652e-002, +8.91925073106e+000
+7.60000000000e+002, +1.25732142619e+002, +8.58676805641e+001, +2.62616704814e-002, +9.06026698491e+000
+7.70000000000e+002, +1.27244502515e+002, +8.59450050890e+001, +2.62349278465e-002, +8.99796082942e+000
+7.80000000000e+002, +1.28652612243e+002, +8.59826468523e+001, +2.61863947139e-002, +9.01322219971e+000
+7.90000000000e+002, +1.30165639793e+002, +8.60242658014e+001, +2.61603174758e-002, +9.02490200137e+000
+8.00000000000e+002, +1.31650122140e+002, +8.60304520938e+001, +2.61281270950e-002, +9.11364680824e+000
+8.10000000000e+002, +1.33152583938e+002, +8.60681564000e+001, +2.61012506931e-002, +9.13024189264e+000
+8.20000000000e+002, +1.34682307744e+002, +8.61003899446e+001, +2.60801544403e-002, +9.15954180784e+000
+8.30000000000e+002, +1.36253352151e+002, +8.60649341679e+001, +2.60653860790e-002, +9.35050549386e+000
+8.40000000000e+002, +1.37644619085e+002, +8.60967981721e+001, +2.60190572956e-002, +9.36961286572e+000
+8.50000000000e+002, +1.39120008807e+002, +8.61326934401e+001, +2.59896693522e-002, +9.38308711502e+000
+8.60000000000e+002, +1.40597826356e+002, +8.61990703795e+001, +2.59623474393e-002, +9.32024251503e+000
+8.70000000000e+002, +1.42081776315e+002, +8.62025725956e+001, +2.59349067310e-002, +9.40994799909e+000
+8.80000000000e+002, +1.43524532786e+002, +8.62200704594e+001, +2.59010766886e-002, +9.46176452959e+000
+8.90000000000e+002, +1.45035734889e+002, +8.62720003716e+001, +2.58812464343e-002, +9.43021878698e+000
+9.00000000000e+002, +1.46516131451e+002, +8.62706923847e+001, +2.58548761933e-002, +9.52981181306e+000
+9.10000000000e+002, +1.48042998205e+002, +8.62888547642e+001, +2.58377659428e-002, +9.58229367003e+000
+9.20000000000e+002, +1.49579662289e+002, +8.62895618023e+001, +2.58222183249e-002, +9.67991447448e+000
+9.30000000000e+002, +1.50977594583e+002, +8.63488924654e+001, +2.57850104294e-002, +9.61436329089e+000
+9.40000000000e+002, +1.52558773624e+002, +8.63202690414e+001, +2.57770488548e-002, +9.79111226228e+000
+9.50000000000e+002, +1.53980324088e+002, +8.63486477873e+001, +2.57441918913e-002, +9.80623552383e+000
+9.60000000000e+002, +1.55473549560e+002, +8.64108848611e+001, +2.57248450694e-002, +9.73278671063e+000
+9.70000000000e+002, +1.56979835296e+002, +8.63969856947e+001, +2.57059110713e-002, +9.86508774257e+000
+9.80000000000e+002, +1.58570244816e+002, +8.64113652927e+001, +2.57017879645e-002, +9.92531565032e+000
+9.90000000000e+002, +1.60028520951e+002, +8.64018756831e+001, +2.56758834142e-002, +1.00430454732e+001
+1.00000000000e+003, +1.61547739892e+002, +8.63902922366e+001, +2.56601124218e-002, +1.01709837863e+001
+1.01000000000e+003, +1.63040084119e+002, +8.64225598394e+001, +2.56416545893e-002, +1.01733015006e+001
+1.02000000000e+003, +1.64365030662e+002, +8.63742285996e+001, +2.55952410078e-002, +1.03943494348e+001
+1.03000000000e+003, +1.65854186208e+002, +8.64664492649e+001, +2.55789617501e-002, +1.02220923224e+001
+1.04000000000e+003, +1.67429121298e+002, +8.65019714447e+001, +2.55745441181e-002, +1.02155531353e+001
+1.05000000000e+003, +1.68888026465e+002, +8.64853536731e+001, +2.55512461546e-002, +1.03534587751e+001
+1.06000000000e+003, +1.70421867448e+002, +8.65301376816e+001, +2.55412821574e-002, +1.03145296737e+001
+1.07000000000e+003, +1.71856699792e+002, +8.65083949089e+001, +2.55150195670e-002, +1.04664671477e+001
+1.08000000000e+003, +1.73429084225e+002, +8.65059360497e+001, +2.55099879523e-002, +1.05696578821e+001
+1.09000000000e+003, +1.74851754454e+002, +8.64810835766e+001, +2.54826172653e-002, +1.07320639710e+001
+1.10000000000e+003, +1.76365915142e+002, +8.65088188662e+001, +2.54703775650e-002, +1.07397861149e+001
+1.11000000000e+003, +1.77889033042e+002, +8.65385219849e+001, +2.54597001558e-002, +1.07404851944e+001
+1.12000000000e+003, +1.79338657170e+002, +8.65467871770e+001, +2.54382226866e-002, +1.08021864148e+001
+1.13000000000e+003, +1.80915716937e+002, +8.65222152790e+001, +2.54341629229e-002, +1.09746238988e+001
+1.14000000000e+003, +1.82286978677e+002, +8.65407973975e+001, +2.54026443132e-002, +1.09987958674e+001
+1.15000000000e+003, +1.83733791121e+002, +8.65719527239e+001, +2.53824499384e-002, +1.09863661061e+001
+1.16000000000e+003, +1.85284823840e+002, +8.65742319047e+001, +2.53761210086e-002, +1.10717528374e+001
+1.17000000000e+003, +1.86865329969e+002, +8.65975337116e+001, +2.53744585788e-002, +1.10903344897e+001
+1.18000000000e+003, +1.88250037398e+002, +8.65571737717e+001, +2.53447890788e-002, +1.13048853660e+001
+1.19000000000e+003, +1.89800237462e+002, +8.65658129790e+001, +2.53389924544e-002, +1.13694117003e+001
+1.20000000000e+003, +1.91230638751e+002, +8.65668494177e+001, +2.53172338512e-002, +1.14516425700e+001
+1.21000000000e+003, +1.92807004625e+002, +8.65330051601e+001, +2.53140710579e-002, +1.16597250314e+001
+1.22000000000e+003, +1.94280900742e+002, +8.65555058124e+001, +2.52991036500e-002, +1.16726993597e+001
+1.23000000000e+003, +1.95898606797e+002, +8.65503053660e+001, +2.53022252815e-002, +1.17876422111e+001
+1.24000000000e+003, +1.97488432404e+002, +8.64977783468e+001, +2.53004517401e-002, +1.20640237273e+001
+1.25000000000e+003, +1.99056210996e+002, +8.64937092287e+001, +2.52971810814e-002, +1.21739054400e+001
+1.26000000000e+003, +2.00388145700e+002, +8.64831471236e+001, +2.52640503377e-002, +1.22922349715e+001
+1.27000000000e+003, +2.02029430786e+002, +8.64918589628e+001, +2.52706532793e-002, +1.23622539640e+001
+1.28000000000e+003, +2.03582090374e+002, +8.64294288349e+001, +2.52642191810e-002, +1.26786639945e+001
+1.29000000000e+003, +2.05131315811e+002, +8.64530873928e+001, +2.52597872839e-002, +1.26906070596e+001
+1.30000000000e+003, +2.06742902210e+002, +8.64148185133e+001, +2.52613532734e-002, +1.29281290178e+001
+1.31000000000e+003, +2.08159938198e+002, +8.63873417793e+001, +2.52395792892e-002, +1.31163678793e+001
+1.32000000000e+003, +2.09876904004e+002, +8.63831428350e+001, +2.52548599288e-002, +1.32399059418e+001
+1.33000000000e+003, +2.11374442862e+002, +8.64040697154e+001, +2.52444014920e-002, +1.32573267629e+001
+1.34000000000e+003, +2.12895759812e+002, +8.63632024348e+001, +2.52352074546e-002, +1.35042926824e+001
+1.35000000000e+003, +2.14275893217e+002, +8.63593872779e+001, +2.52105530247e-002, +1.36060758200e+001
+1.36000000000e+003, +2.15940805720e+002, +8.63577240907e+001, +2.52195790735e-002, +1.37180500130e+001
+1.37000000000e+003, +2.17416204306e+002, +8.63413174889e+001, +2.52060871132e-002, +1.38739081542e+001
+1.38000000000e+003, +2.18944312216e+002, +8.63233695240e+001, +2.51988053156e-002, +1.40398648711e+001
+1.39000000000e+003, +2.20497447971e+002, +8.63314010428e+001, +2.51952136125e-002, +1.41086150598e+001
+1.40000000000e+003, +2.21991789349e+002, +8.63194025134e+001, +2.51844408517e-002, +1.42506236545e+001
+1.41000000000e+003, +2.23552997485e+002, +8.63085679055e+001, +2.51813802453e-002, +1.43930307595e+001
+1.42000000000e+003, +2.25003428665e+002, +8.63070166787e+001, +2.51662310301e-002, +1.44924930898e+001
+1.43000000000e+003, +2.26587416675e+002, +8.62652126871e+001, +2.51649788650e-002, +1.47594928238e+001
+1.44000000000e+003, +2.27284683510e+002, +8.66044310651e+001, +2.50763716129e-002, +1.34618838055e+001
+1.45000000000e+003, +2.28811014713e+002, +8.65723104821e+001, +2.50698323487e-002, +1.36803335353e+001
+1.46000000000e+003, +2.30390572632e+002, +8.65623173744e+001, +2.50697388348e-002, +1.38148843216e+001
+1.47000000000e+003, +2.31790150593e+002, +8.65610402921e+001, +2.50504206263e-002, +1.39039641976e+001
+1.48000000000e+003, +2.33328007220e+002, +8.65655990513e+001, +2.50463595826e-002, +1.39776812994e+001
+1.49000000000e+003, +2.34878586267e+002, +8.65388255505e+001, +2.50428864276e-002, +1.41801266049e+001
+1.50000000000e+003, +2.36173344815e+002, +8.65659586397e+001, +2.50137750379e-002, +1.41466537223e+001
+1.51000000000e+003, +2.37922446059e+002, +8.65227022162e+001, +2.50310050583e-002, +1.44307209173e+001
+1.52000000000e+003, +2.39407005610e+002, +8.65503909985e+001, +2.50222171209e-002, +1.44052793616e+001
+1.53000000000e+003, +2.40998765378e+002, +8.65665970032e+001, +2.50243782337e-002, +1.44330134873e+001
+1.54000000000e+003, +2.42193716832e+002, +8.65393528981e+001, +2.49844400898e-002, +1.46195317333e+001
+1.55000000000e+003, +2.43878664225e+002, +8.65225097660e+001, +2.49955006517e-002, +1.47928013414e+001
+1.56000000000e+003, +2.45224267898e+002, +8.64928853351e+001, +2.49715140583e-002, +1.50009770602e+001
+1.57000000000e+003, +2.46736007152e+002, +8.64833493444e+001, +2.49651667261e-002, +1.51344421544e+001
+1.58000000000e+003, +2.48303986682e+002, +8.65275361210e+001, +2.49659817992e-002, +1.50394826868e+001
+1.59000000000e+003, +2.49708478675e+002, +8.65173963555e+001, +2.49490226837e-002, +1.51686612380e+001
+1.60000000000e+003, +2.51234920479e+002, +8.64769358787e+001, +2.49435706264e-002, +1.54384684206e+001
+1.61000000000e+003, +2.52831212605e+002, +8.65089703307e+001, +2.49469980675e-002, +1.53954662098e+001
+1.62000000000e+003, +2.54163567187e+002, +8.65194400553e+001, +2.49239343445e-002, +1.54302386236e+001
+1.63000000000e+003, +2.55733243504e+002, +8.65555083485e+001, +2.49249582971e-002, +1.53648406052e+001
+1.64000000000e+003, +2.57433100924e+002, +8.64941187689e+001, +2.49360201167e-002, +1.57422901653e+001
+1.65000000000e+003, +2.58790998173e+002, +8.64920880856e+001, +2.49155729104e-002, +1.58344818561e+001
+1.66000000000e+003, +2.60420794047e+002, +8.64862104122e+001, +2.49212885509e-002, +1.59608682146e+001
+1.67000000000e+003, +2.61757633281e+002, +8.65116394771e+001, +2.48998998169e-002, +1.59268447472e+001
+1.68000000000e+003, +2.63283529680e+002, +8.64491739002e+001, +2.48943048593e-002, +1.63061872774e+001
+1.69000000000e+003, +2.64757098713e+002, +8.65273335082e+001, +2.48875909155e-002, +1.60369630118e+001
+1.70000000000e+003, +2.66132462583e+002, +8.64814712903e+001, +2.48685032258e-002, +1.63329005624e+001
+1.71000000000e+003, +2.67858366959e+002, +8.64381152770e+001, +2.48822409061e-002, +1.66411246114e+001
+1.72000000000e+003, +2.69158759142e+002, +8.64285409296e+001, +2.48574131824e-002, +1.67668038892e+001
+1.73000000000e+003, +2.70800593708e+002, +8.64612445872e+001, +2.48653611053e-002, +1.67148074116e+001
+1.74000000000e+003, +2.72232388504e+002, +8.64622145314e+001, +2.48531969535e-002, +1.67985832853e+001
+1.75000000000e+003, +2.73772715215e+002, +8.64469759572e+001, +2.48505882833e-002, +1.69663060171e+001
+1.76000000000e+003, +2.75152839742e+002, +8.64241944367e+001, +2.48333400029e-002, +1.71610279940e+001
+1.77000000000e+003, +2.76898301229e+002, +8.64335315526e+001, +2.48499343122e-002, +1.72248541400e+001
+1.78000000000e+003, +2.78270577649e+002, +8.63804706303e+001, +2.48313455013e-002, +1.75674149882e+001
+1.79000000000e+003, +2.79803341157e+002, +8.64129125681e+001, +2.48295195431e-002, +1.75060627516e+001
+1.80000000000e+003, +2.81287604400e+002, +8.64128060129e+001, +2.48225554445e-002, +1.75994486624e+001
+1.81000000000e+003, +2.82806118127e+002, +8.63927295261e+001, +2.48181302270e-002, +1.77933584435e+001
+1.82000000000e+003, +2.84280708469e+002, +8.64166338264e+001, +2.48111114295e-002, +1.77677645171e+001
+1.83000000000e+003, +2.85661269450e+002, +8.63714553114e+001, +2.47941320289e-002, +1.80788525594e+001
+1.84000000000e+003, +2.87445786409e+002, +8.63668088177e+001, +2.48132999999e-002, +1.82150546719e+001
+1.85000000000e+003, +2.88855534195e+002, +8.63673524246e+001, +2.48002254206e-002, +1.83016534256e+001
+1.86000000000e+003, +2.90239347096e+002, +8.63444836079e+001, +2.47844319013e-002, +1.85049414837e+001
+1.87000000000e+003, +2.91814649947e+002, +8.63221586377e+001, +2.47850765555e-002, +1.87188500302e+001
+1.88000000000e+003, +2.93381229886e+002, +8.63515948528e+001, +2.47864049274e-002, +1.86689211798e+001
+1.89000000000e+003, +2.94821076761e+002, +8.63263310485e+001, +2.47755632092e-002, +1.88902760077e+001
+1.90000000000e+003, +2.96285168362e+002, +8.63404384021e+001, +2.47679450391e-002, +1.89112838298e+001
+1.91000000000e+003, +2.97957632298e+002, +8.63219041639e+001, +2.47768335660e-002, +1.91142206641e+001
+1.92000000000e+003, +2.99339053591e+002, +8.62635492938e+001, +2.47604280709e-002, +1.95070741845e+001
+1.93000000000e+003, +3.00659272957e+002, +8.62321415291e+001, +2.47398850493e-002, +1.97575679048e+001
+1.94000000000e+003, +3.02087147580e+002, +8.62941237950e+001, +2.47309948663e-002, +1.95252980398e+001
+1.95000000000e+003, +3.03708198802e+002, +8.62921906444e+001, +2.47361453547e-002, +1.96402997524e+001
+1.96000000000e+003, +3.05101201750e+002, +8.63068966080e+001, +2.47232280959e-002, +1.96522366262e+001
+1.97000000000e+003, +3.06626780609e+002, +8.63212188070e+001, +2.47211220833e-002, +1.96740137010e+001
+1.98000000000e+003, +3.08096871852e+002, +8.62531418929e+001, +2.47122868167e-002, +2.01336407521e+001
+1.99000000000e+003, +3.09441536424e+002, +8.62868208532e+001, +2.46963636944e-002, +2.00400053136e+001
+2.00000000000e+003, +3.10991719260e+002, +8.62246535689e+001, +2.46942290154e-002, +2.04771111535e+001
+2.01000000000e+003, +3.12698890659e+002, +8.62772706452e+001, +2.47077420711e-002, +2.03029693473e+001
+2.02000000000e+003, +3.14258687378e+002, +8.62526352639e+001, +2.47073694014e-002, +2.05390784440e+001
+2.03000000000e+003, +3.15436319531e+002, +8.61624028939e+001, +2.46752128080e-002, +2.11117228361e+001
+2.04000000000e+003, +3.17142516600e+002, +8.62029813423e+001, +2.46882366322e-002, +2.10018055406e+001
+2.05000000000e+003, +3.18536217610e+002, +8.62013573779e+001, +2.46757244182e-002, +2.11031077942e+001
+2.06000000000e+003, +3.20058678970e+002, +8.61745051787e+001, +2.46725353371e-002, +2.13536378556e+001
+2.07000000000e+003, +3.21389084726e+002, +8.62113555948e+001, +2.46564618357e-002, +2.12361509007e+001
+2.08000000000e+003, +3.23169792584e+002, +8.61798046452e+001, +2.46729739568e-002, +2.15313802928e+001
+2.09000000000e+003, +3.24640898935e+002, +8.61041965652e+001, +2.46645033013e-002, +2.20568221480e+001
+2.10000000000e+003, +3.26229832925e+002, +8.61676515109e+001, +2.46690425333e-002, +2.18043003942e+001
+2.11000000000e+003, +3.27542231838e+002, +8.61719600694e+001, +2.46510231701e-002, +2.18674418306e+001
+2.12000000000e+003, +3.29030123652e+002, +8.61671094135e+001, +2.46460564739e-002, +2.19945702056e+001
+2.13000000000e+003, +3.30910027845e+002, +8.61076950560e+001, +2.46687735080e-002, +2.24626018803e+001
+2.14000000000e+003, +3.32276323079e+002, +8.60917909329e+001, +2.46544112858e-002, +2.26473671916e+001
+2.15000000000e+003, +3.33544457794e+002, +8.60877229101e+001, +2.46332761313e-002, +2.27574276723e+001
+2.16000000000e+003, +3.35506070710e+002, +8.60875840298e+001, +2.46634294987e-002, +2.28920780385e+001
+2.17000000000e+003, +3.36516257621e+002, +8.61481960226e+001, +2.46254586354e-002, +2.26058280200e+001
+2.18000000000e+003, +3.38412560120e+002, +8.60918981989e+001, +2.46489855009e-002, +2.30649701843e+001
+2.19000000000e+003, +3.39556351476e+002, +8.60838423343e+001, +2.46191263571e-002, +2.31905576859e+001
+2.20000000000e+003, +3.40754576434e+002, +8.60871406283e+001, +2.45937990892e-002, +2.32528222782e+001
+2.21000000000e+003, +3.42827494905e+002, +8.60556874252e+001, +2.46305212764e-002, +2.35820336147e+001
+2.22000000000e+003, +3.44125424587e+002, +8.60301867760e+001, +2.46116452622e-002, +2.38241090220e+001
+2.23000000000e+003, +3.45850380523e+002, +8.61161335588e+001, +2.46266294013e-002, +2.34259529082e+001
+2.24000000000e+003, +3.47185039781e+002, +8.60715045101e+001, +2.46099916547e-002, +2.37861576640e+001
+2.25000000000e+003, +3.48509637039e+002, +8.60026032203e+001, +2.45920410167e-002, +2.42950074392e+001
+2.26000000000e+003, +3.50182771198e+002, +8.60551670038e+001, +2.46023331854e-002, +2.40911533182e+001
+2.27000000000e+003, +3.51854082998e+002, +8.60185917982e+001, +2.46097663644e-002, +2.44302044707e+001
+2.28000000000e+003, +3.52901874996e+002, +8.60182131396e+001, +2.45747818828e-002, +2.45052822166e+001
+2.29000000000e+003, +3.54864845155e+002, +8.60407946381e+001, +2.46042385501e-002, +2.45020654407e+001
+2.30000000000e+003, +3.56267341246e+002, +8.59952072460e+001, +2.45927195011e-002, +2.48816822804e+001
+2.31000000000e+003, +3.57755263948e+002, +8.59574405870e+001, +2.45873824035e-002, +2.52208327195e+001
+2.32000000000e+003, +3.58931064580e+002, +8.60171987447e+001, +2.45636601428e-002, +2.49302846777e+001
+2.33000000000e+003, +3.60419591157e+002, +8.59431324362e+001, +2.45574367034e-002, +2.54984417993e+001
+2.34000000000e+003, +3.62144126114e+002, +8.59334229900e+001, +2.45691949687e-002, +2.56816621505e+001
+2.35000000000e+003, +3.63469341116e+002, +8.59576272326e+001, +2.45549053535e-002, +2.56224794864e+001
+2.36000000000e+003, +3.64893383589e+002, +8.59414404896e+001, +2.45461645085e-002, +2.58256954742e+001
+2.37000000000e+003, +3.66902777547e+002, +8.59076801016e+001, +2.45761628154e-002, +2.61835557709e+001
+2.38000000000e+003, +3.68044939145e+002, +8.58950770941e+001, +2.45486983827e-002, +2.63458142803e+001
+2.39000000000e+003, +3.69674171426e+002, +8.58680571412e+001, +2.45533659611e-002, +2.66363232588e+001
+2.40000000000e+003, +3.71188398411e+002, +8.58256107958e+001, +2.45498938837e-002, +2.70196934538e+001
+2.41000000000e+003, +3.72557281061e+002, +8.58469643642e+001, +2.45388532286e-002, +2.69808557707e+001
+2.42000000000e+003, +3.74035992947e+002, +8.58471274429e+001, +2.45344524315e-002, +2.70868832994e+001
+2.43000000000e+003, +3.75298243640e+002, +8.58431654704e+001, +2.45158195881e-002, +2.72041762524e+001
+2.44000000000e+003, +3.76870152741e+002, +8.58163508782e+001, +2.45167701797e-002, +2.74940282980e+001
+2.45000000000e+003, +3.78460226599e+002, +8.58639399292e+001, +2.45212008611e-002, +2.72965143916e+001
+2.46000000000e+003, +3.79842936075e+002, +8.58132573006e+001, +2.45091680672e-002, +2.77313577098e+001
+2.47000000000e+003, +3.81487968484e+002, +8.57864723126e+001, +2.45148141549e-002, +2.80293187060e+001
+2.48000000000e+003, +3.82450250469e+002, +8.58206056804e+001, +2.44786219679e-002, +2.78727911542e+001
+2.49000000000e+003, +3.84244990866e+002, +8.58208652631e+001, +2.44947328857e-002, +2.80018547541e+001
+2.50000000000e+003, +3.85891391441e+002, +8.57756666323e+001, +2.44998684588e-002, +2.84254341845e+001
+2.51000000000e+003, +3.87693363873e+002, +8.57464909993e+001, +2.45152838255e-002, +2.87550482541e+001
