!Agilent Technologies,E4990A,MY54101349,A.02.20
!Date: Wed Sep 21 02:13:49 2022

BEGIN CH1_DATA
Frequency(Hz), |Z|(Ohm)-data, theta-z(deg)-data, Ls(H)-data, Rs(Ohm)-data
+6.60000000000e+002, +9.73798074282e+001, +8.76397367509e+001, +2.34626201501e-002, +4.01036484895e+000
+6.70000000000e+002, +9.87546623440e+001, +8.76534128313e+001, +2.34389741390e-002, +4.04343297889e+000
+6.80000000000e+002, +1.00220881078e+002, +8.76452375879e+001, +2.34370288236e-002, +4.11775414112e+000
+6.90000000000e+002, +1.01630136788e+002, +8.76562669020e+001, +2.34223302140e-002, +4.15610879263e+000
+7.00000000000e+002, +1.03088065460e+002, +8.76606780016e+001, +2.34190027205e-002, +4.20780004811e+000
+7.10000000000e+002, +1.04523591949e+002, +8.76525554808e+001, +2.34105439571e-002, +4.28120005865e+000
+7.20000000000e+002, +1.05582685994e+002, +8.78301814220e+001, +2.33221637412e-002, +3.99751114446e+000
+7.30000000000e+002, +1.06948341768e+002, +8.78109743564e+001, +2.32999122281e-002, +4.08504280856e+000
+7.40000000000e+002, +1.08312821220e+002, +8.78480706997e+001, +2.32788700081e-002, +4.06708384276e+000
+7.50000000000e+002, +1.09708368789e+002, +8.78380707120e+001, +2.32642676895e-002, +4.13861997999e+000
+7.60000000000e+002, +1.11108359832e+002, +8.78510179781e+001, +2.32513262560e-002, +4.16634334507e+000
+7.70000000000e+002, +1.12486663944e+002, +8.78687732722e+001, +2.32343178753e-002, +4.18319302645e+000
+7.80000000000e+002, +1.13913309273e+002, +8.78479746436e+001, +2.32270248975e-002, +4.27756977302e+000
+7.90000000000e+002, +1.15269015958e+002, +8.78830547310e+001, +2.32064721677e-002, +4.25795205907e+000
+8.00000000000e+002, +1.16663936066e+002, +8.79040594802e+001, +2.31940251515e-002, +4.26673903942e+000
+8.10000000000e+002, +1.18110299067e+002, +8.79008337479e+001, +2.31916335841e-002, +4.32628184890e+000
+8.20000000000e+002, +1.19455575415e+002, +8.79311049402e+001, +2.31701855811e-002, +4.31248774578e+000
+8.30000000000e+002, +1.20849317708e+002, +8.79073155613e+001, +2.31577573465e-002, +4.41294740523e+000
+8.40000000000e+002, +1.22270221812e+002, +8.78976051464e+001, +2.31509654465e-002, +4.48554161596e+000
+8.50000000000e+002, +1.23604313409e+002, +8.79405964793e+001, +2.31288603495e-002, +4.44179926861e+000
+8.60000000000e+002, +1.25074237524e+002, +8.79599553963e+001, +2.31320540043e-002, +4.45238927382e+000
+8.70000000000e+002, +1.26450058418e+002, +8.79520402762e+001, +2.31175829823e-002, +4.51882302485e+000
+8.80000000000e+002, +1.27799457970e+002, +8.79269287088e+001, +2.30984126167e-002, +4.62302087663e+000
+8.90000000000e+002, +1.29214453920e+002, +8.79589533033e+001, +2.30922156205e-002, +4.60203108817e+000
+9.00000000000e+002, +1.30659714414e+002, +8.79606983151e+001, +2.30910765211e-002, +4.64952781672e+000
+9.10000000000e+002, +1.32060681854e+002, +8.79614517077e+001, +2.30822070076e-002, +4.69764587277e+000
+9.20000000000e+002, +1.33427832547e+002, +8.79384428808e+001, +2.30673417371e-002, +4.79982560974e+000
+9.30000000000e+002, +1.34740608833e+002, +8.79515195910e+001, +2.30440102240e-002, +4.81631807572e+000
+9.40000000000e+002, +1.36189296969e+002, +8.79580358625e+001, +2.30440808690e-002, +4.85262259913e+000
+9.50000000000e+002, +1.37587443905e+002, +8.79795821948e+001, +2.30359037676e-002, +4.85073274721e+000
+9.60000000000e+002, +1.38969841083e+002, +8.79708941937e+001, +2.30248631781e-002, +4.92052946553e+000
+9.70000000000e+002, +1.40399607153e+002, +8.79870318140e+001, +2.30221672782e-002, +4.93163384528e+000
+9.80000000000e+002, +1.41763286317e+002, +8.79863788566e+001, +2.30085669120e-002, +4.98114859766e+000
+9.90000000000e+002, +1.43133518720e+002, +8.79596800788e+001, +2.29959239492e-002, +5.09595041859e+000
+1.00000000000e+003, +1.44478243596e+002, +8.80060765738e+001, +2.29805040344e-002, +5.02690447549e+000
+1.01000000000e+003, +1.45842285070e+002, +8.79748573975e+001, +2.29673495446e-002, +5.15378155442e+000
+1.02000000000e+003, +1.47325656605e+002, +8.79557452258e+001, +2.29732194110e-002, +5.25531349004e+000
+1.03000000000e+003, +1.48706824592e+002, +8.79494503227e+001, +2.29633696257e-002, +5.32090920653e+000
+1.04000000000e+003, +1.50114186313e+002, +8.79801488655e+001, +2.29582408254e-002, +5.29088726225e+000
+1.05000000000e+003, +1.51417498884e+002, +8.80111639755e+001, +2.29374537820e-002, +5.25490895904e+000
+1.06000000000e+003, +1.52957142960e+002, +8.79525778918e+001, +2.29512681431e-002, +5.46464667634e+000
+1.07000000000e+003, +1.54335996705e+002, +8.79703834611e+001, +2.29419879020e-002, +5.46597650754e+000
+1.08000000000e+003, +1.55681127250e+002, +8.80092421374e+001, +2.29282096061e-002, +5.40809595668e+000
+1.09000000000e+003, +1.57053384790e+002, +8.79574510798e+001, +2.29173770950e-002, +5.59764230269e+000
+1.10000000000e+003, +1.58413426241e+002, +8.79950611956e+001, +2.29062229632e-002, +5.54219549149e+000
+1.11000000000e+003, +1.59837850722e+002, +8.79735089532e+001, +2.29036703543e-002, +5.65211691374e+000
+1.12000000000e+003, +1.61240364913e+002, +8.79583159959e+001, +2.28981339526e-002, +5.74444071715e+000
+1.13000000000e+003, +1.62681097582e+002, +8.79668724699e+001, +2.28984085418e-002, +5.77148986040e+000
+1.14000000000e+003, +1.64013510034e+002, +8.79970156420e+001, +2.28838699870e-002, +5.73252669156e+000
+1.15000000000e+003, +1.65424299011e+002, +8.79608878728e+001, +2.28794984084e-002, +5.88607911547e+000
+1.16000000000e+003, +1.66816799866e+002, +8.79685469448e+001, +2.28733036811e-002, +5.91334133544e+000
+1.17000000000e+003, +1.68203530065e+002, +8.79667178534e+001, +2.28662976231e-002, +5.96786460462e+000
+1.18000000000e+003, +1.69597528290e+002, +8.79591847534e+001, +2.28603085531e-002, +6.03960783980e+000
+1.19000000000e+003, +1.70989881107e+002, +8.79847232225e+001, +2.28546660795e-002, +6.01302384975e+000
+1.20000000000e+003, +1.72343061250e+002, +8.79693496701e+001, +2.28433541132e-002, +6.10682384825e+000
+1.21000000000e+003, +1.73730890709e+002, +8.79843341842e+001, +2.28372077979e-002, +6.11059299514e+000
+1.22000000000e+003, +1.75206339238e+002, +8.79510394743e+001, +2.28419069005e-002, +6.26423734121e+000
+1.23000000000e+003, +1.76585267768e+002, +8.79358923362e+001, +2.28342949335e-002, +6.36019216774e+000
+1.24000000000e+003, +1.77929289539e+002, +8.79351870470e+001, +2.28225315531e-002, +6.41078953769e+000
+1.25000000000e+003, +1.79391841981e+002, +8.79385117540e+001, +2.28260960670e-002, +6.45308244202e+000
+1.26000000000e+003, +1.80728979918e+002, +8.79286727348e+001, +2.28135844115e-002, +6.53219715228e+000
+1.27000000000e+003, +1.82244773073e+002, +8.79003014561e+001, +2.28233716814e-002, +6.67716615887e+000
+1.28000000000e+003, +1.83538444388e+002, +8.79154911986e+001, +2.28060317879e-002, +6.67593864137e+000
+1.29000000000e+003, +1.84971201749e+002, +8.79260542466e+001, +2.28060442806e-002, +6.69397423242e+000
+1.30000000000e+003, +1.86369982932e+002, +8.79367612189e+001, +2.28019033160e-002, +6.70979049290e+000
+1.31000000000e+003, +1.87824486136e+002, +8.79026843567e+001, +2.28039467434e-002, +6.87379192114e+000
+1.32000000000e+003, +1.89158686305e+002, +8.79103969664e+001, +2.27920610418e-002, +6.89717375887e+000
+1.33000000000e+003, +1.90560350699e+002, +8.79195518236e+001, +2.27884438779e-002, +6.91785373104e+000
+1.34000000000e+003, +1.91973906440e+002, +8.78723651244e+001, +2.27854721003e-002, +7.12716567053e+000
+1.35000000000e+003, +1.93450969896e+002, +8.79089431615e+001, +2.27912414535e-002, +7.05858588258e+000
+1.36000000000e+003, +1.94890552018e+002, +8.78717546226e+001, +2.27914697695e-002, +7.23752335848e+000
+1.37000000000e+003, +1.96164240096e+002, +8.78720583902e+001, +2.27729773403e-002, +7.28378418665e+000
+1.38000000000e+003, +1.97561502710e+002, +8.78446294326e+001, +2.27685828542e-002, +7.43017770296e+000
+1.39000000000e+003, +1.99048652872e+002, +8.79034042829e+001, +2.27758055661e-002, +7.28206212023e+000
+1.40000000000e+003, +2.00385964580e+002, +8.78726378115e+001, +2.27645970753e-002, +7.43851618099e+000
+1.41000000000e+003, +2.01899674716e+002, +8.78640582009e+001, +2.27737626505e-002, +7.52491856170e+000
+1.42000000000e+003, +2.03290632198e+002, +8.78418248422e+001, +2.27688443065e-002, +7.65559095317e+000
+1.43000000000e+003, +2.04748293371e+002, +8.78245970033e+001, +2.27714810339e-002, +7.77200428862e+000
+1.44000000000e+003, +2.05708602968e+002, +8.79276819025e+001, +2.27209227246e-002, +7.43860587332e+000
+1.45000000000e+003, +2.07110587056e+002, +8.79221176612e+001, +2.27179307425e-002, +7.50940307995e+000
+1.46000000000e+003, +2.08477575693e+002, +8.79599311091e+001, +2.27117851183e-002, +7.42146733203e+000
+1.47000000000e+003, +2.09831545097e+002, +8.79230397444e+001, +2.27032573014e-002, +7.60468473036e+000
+1.48000000000e+003, +2.11201463498e+002, +8.78968050338e+001, +2.26966979451e-002, +7.75097414467e+000
+1.49000000000e+003, +2.12692230520e+002, +8.79052612887e+001, +2.27036235241e-002, +7.77431437420e+000
+1.50000000000e+003, +2.14142451009e+002, +8.79078127548e+001, +2.27060733429e-002, +7.81779303502e+000
+1.51000000000e+003, +2.15591482972e+002, +8.78938437892e+001, +2.27081261290e-002, +7.92322037295e+000
+1.52000000000e+003, +2.16842365093e+002, +8.79041504181e+001, +2.26897681793e-002, +7.93021126319e+000
+1.53000000000e+003, +2.18212170561e+002, +8.79102562086e+001, +2.26839531094e-002, +7.95706833558e+000
+1.54000000000e+003, +2.19494283929e+002, +8.79106544368e+001, +2.26690753774e-002, +8.00229581663e+000
+1.55000000000e+003, +2.20985170713e+002, +8.78852827778e+001, +2.26754381174e-002, +8.15444096509e+000
+1.56000000000e+003, +2.22451554240e+002, +8.78901517442e+001, +2.26796559074e-002, +8.18966012667e+000
+1.57000000000e+003, +2.23754415497e+002, +8.78393425968e+001, +2.26664349243e-002, +8.43591029334e+000
+1.58000000000e+003, +2.25133582988e+002, +8.78632814585e+001, +2.26621578429e-002, +8.39390981549e+000
+1.59000000000e+003, +2.26706636725e+002, +8.78602468061e+001, +2.26769328893e-002, +8.46455883901e+000
+1.60000000000e+003, +2.27920419818e+002, +8.78734868794e+001, +2.26560501144e-002, +8.45724592083e+000
+1.61000000000e+003, +2.29225672551e+002, +8.78395858262e+001, +2.26437684391e-002, +8.64121329643e+000
+1.62000000000e+003, +2.30711376522e+002, +8.78381341440e+001, +2.26498278773e-002, +8.70306177429e+000
+1.63000000000e+003, +2.32187727580e+002, +8.78361676588e+001, +2.26548924072e-002, +8.76671714577e+000
+1.64000000000e+003, +2.33484241801e+002, +8.78441976576e+001, +2.26426039079e-002, +8.78297011131e+000
+1.65000000000e+003, +2.35123851488e+002, +8.78557352004e+001, +2.26635881231e-002, +8.79733414822e+000
+1.66000000000e+003, +2.36260125069e+002, +8.78570373356e+001, +2.26359453588e-002, +8.83448305164e+000
+1.67000000000e+003, +2.37503115897e+002, +8.78341710499e+001, +2.26184383065e-002, +8.97568083868e+000
+1.68000000000e+003, +2.38964543286e+002, +8.78527000073e+001, +2.26224297829e-002, +8.95368655255e+000
+1.69000000000e+003, +2.40335858151e+002, +8.78324974364e+001, +2.26173210616e-002, +9.08975060100e+000
+1.70000000000e+003, +2.41685642073e+002, +8.78314423230e+001, +2.26105393407e-002, +9.14524832841e+000
+1.71000000000e+003, +2.43118337923e+002, +8.77937192486e+001, +2.26109952320e-002, +9.35941122359e+000
+1.72000000000e+003, +2.44709308628e+002, +8.78176817427e+001, +2.26270050308e-002, +9.31839101374e+000
+1.73000000000e+003, +2.46022935237e+002, +8.78045587101e+001, +2.26167772567e-002, +9.42472117531e+000
+1.74000000000e+003, +2.47569865494e+002, +8.77975037216e+001, +2.26280800996e-002, +9.51444296570e+000
+1.75000000000e+003, +2.48748047213e+002, +8.78380094376e+001, +2.26064571573e-002, +9.38399516398e+000
+1.76000000000e+003, +2.50127357982e+002, +8.77748323223e+001, +2.26016975888e-002, +9.71163000556e+000
+1.77000000000e+003, +2.51572442677e+002, +8.77647191159e+001, +2.26036902168e-002, +9.81210903557e+000
+1.78000000000e+003, +2.52949969335e+002, +8.78052513666e+001, +2.26003964960e-002, +9.68702839423e+000
+1.79000000000e+003, +2.54222564484e+002, +8.78103852574e+001, +2.25872824984e-002, +9.71300147271e+000
+1.80000000000e+003, +2.55739826128e+002, +8.77585673765e+001, +2.25950644418e-002, +1.00020873237e+001
+1.81000000000e+003, +2.57047480856e+002, +8.77105099840e+001, +2.25843757254e-002, +1.02686627820e+001
+1.82000000000e+003, +2.58321428717e+002, +8.77786400174e+001, +2.25726578268e-002, +1.00126247660e+001
+1.83000000000e+003, +2.59933204219e+002, +8.77518395553e+001, +2.25889682763e-002, +1.01965906435e+001
+1.84000000000e+003, +2.61370430112e+002, +8.77741981025e+001, +2.25907669047e-002, +1.01510528343e+001
+1.85000000000e+003, +2.62711727955e+002, +8.77327257082e+001, +2.25833177663e-002, +1.03931583198e+001
+1.86000000000e+003, +2.64073663054e+002, +8.77492513913e+001, +2.25786046792e-002, +1.03709310010e+001
+1.87000000000e+003, +2.65677157564e+002, +8.77232242932e+001, +2.25938252366e-002, +1.05544967696e+001
+1.88000000000e+003, +2.66686616677e+002, +8.77441296246e+001, +2.25593612663e-002, +1.04973703271e+001
+1.89000000000e+003, +2.68389190453e+002, +8.76901360704e+001, +2.25824120585e-002, +1.08171072853e+001
+1.90000000000e+003, +2.69507916842e+002, +8.77544813766e+001, +2.25581996855e-002, +1.05597678785e+001
+1.91000000000e+003, +2.70997353214e+002, +8.76764702214e+001, +2.25628835931e-002, +1.09868100335e+001
+1.92000000000e+003, +2.72247973039e+002, +8.77207787557e+001, +2.25496520242e-002, +1.08271451706e+001
+1.93000000000e+003, +2.73864050570e+002, +8.76598625710e+001, +2.25650091008e-002, +1.11823480545e+001
+1.94000000000e+003, +2.75162989377e+002, +8.77091469782e+001, +2.25559534216e-002, +1.09988908867e+001
+1.95000000000e+003, +2.76612673970e+002, +8.77016375669e+001, +2.25583890727e-002, +1.10930629595e+001
+1.96000000000e+003, +2.78013451632e+002, +8.76906940828e+001, +2.25567756668e-002, +1.12022962756e+001
+1.97000000000e+003, +2.79419407059e+002, +8.76936027249e+001, +2.25558143379e-002, +1.12447746289e+001
+1.98000000000e+003, +2.80724054871e+002, +8.77025170336e+001, +2.25468214081e-002, +1.12536370984e+001
+1.99000000000e+003, +2.81975294549e+002, +8.77187261229e+001, +2.25337660561e-002, +1.12240889700e+001
+2.00000000000e+003, +2.83551291884e+002, +8.77512855581e+001, +2.25469184789e-002, +1.11258142766e+001
+2.01000000000e+003, +2.84994694439e+002, +8.77043069532e+001, +2.25482140303e-002, +1.14159419787e+001
+2.02000000000e+003, +2.86299102641e+002, +8.77024556627e+001, +2.25392512847e-002, +1.14774354566e+001
+2.03000000000e+003, +2.87834951105e+002, +8.76252517059e+001, +2.25472969524e-002, +1.19265306750e+001
+2.04000000000e+003, +2.89283792864e+002, +8.76413664160e+001, +2.25499705117e-002, +1.19052708448e+001
+2.05000000000e+003, +2.90402716738e+002, +8.76643683802e+001, +2.25271371409e-002, +1.18348321023e+001
+2.06000000000e+003, +2.91979225666e+002, +8.76654911120e+001, +2.25394995068e-002, +1.18933631539e+001
+2.07000000000e+003, +2.93359843473e+002, +8.76701003920e+001, +2.25367495704e-002, +1.19260202748e+001
+2.08000000000e+003, +2.94499369089e+002, +8.76520331382e+001, +2.25152305936e-002, +1.20651336746e+001
+2.09000000000e+003, +2.95955312883e+002, +8.76539201006e+001, +2.25183106564e-002, +1.21150424638e+001
+2.10000000000e+003, +2.97363544401e+002, +8.75971554081e+001, +2.25167932486e-002, +1.24670432064e+001
+2.11000000000e+003, +2.98715349331e+002, +8.75863700252e+001, +2.25117758515e-002, +1.25798986232e+001
+2.12000000000e+003, +2.99971762194e+002, +8.76258023098e+001, +2.25004747128e-002, +1.24265430065e+001
+2.13000000000e+003, +3.01723890487e+002, +8.76201420040e+001, +2.25255540536e-002, +1.25289081117e+001
+2.14000000000e+003, +3.02917726727e+002, +8.75872566692e+001, +2.25084645966e-002, +1.27521912856e+001
+2.15000000000e+003, +3.04595838314e+002, +8.75540433135e+001, +2.25273330504e-002, +1.29992463669e+001
+2.16000000000e+003, +3.05614640306e+002, +8.75958034594e+001, +2.24987341463e-002, +1.28201774535e+001
+2.17000000000e+003, +3.07164103457e+002, +8.75679372915e+001, +2.25081337499e-002, +1.30344338160e+001
+2.18000000000e+003, +3.08310936436e+002, +8.75510780437e+001, +2.24882546533e-002, +1.31737374116e+001
+2.19000000000e+003, +3.09703828106e+002, +8.75688876310e+001, +2.24870002557e-002, +1.31370741179e+001
+2.20000000000e+003, +3.10996245811e+002, +8.76074514488e+001, +2.24788372848e-002, +1.29827606865e+001
+2.21000000000e+003, +3.12618141005e+002, +8.75184603177e+001, +2.24923364872e-002, +1.35355834721e+001
+2.22000000000e+003, +3.13680328326e+002, +8.75956326569e+001, +2.24683890414e-002, +1.31594579306e+001
+2.23000000000e+003, +3.15710409188e+002, +8.75400586723e+001, +2.25114656574e-002, +1.35505706323e+001
+2.24000000000e+003, +3.16738268425e+002, +8.74971470562e+001, +2.24832017615e-002, +1.38316856277e+001
+2.25000000000e+003, +3.18074671163e+002, +8.76035273353e+001, +2.24795028847e-002, +1.33000201143e+001
+2.26000000000e+003, +3.19575022767e+002, +8.75016769017e+001, +2.24838938810e-002, +1.39303224584e+001
+2.27000000000e+003, +3.20773114921e+002, +8.75217199686e+001, +2.24691086237e-002, +1.38704412248e+001
+2.28000000000e+003, +3.22320169669e+002, +8.75402697398e+001, +2.24787645424e-002, +1.38330811350e+001
+2.29000000000e+003, +3.23449595714e+002, +8.74869643893e+001, +2.24581194629e-002, +1.41821922190e+001
+2.30000000000e+003, +3.25242526265e+002, +8.75124770194e+001, +2.24848601787e-002, +1.41161203550e+001
+2.31000000000e+003, +3.26502980982e+002, +8.74798906122e+001, +2.24737254841e-002, +1.43563444483e+001
+2.32000000000e+003, +3.27646872435e+002, +8.75129970259e+001, +2.24558198028e-002, +1.42175025105e+001
+2.33000000000e+003, +3.29274877095e+002, +8.74352576274e+001, +2.24691971095e-002, +1.47344749691e+001
+2.34000000000e+003, +3.30549799566e+002, +8.74674718729e+001, +2.24603638975e-002, +1.46058595024e+001
+2.35000000000e+003, +3.31704206325e+002, +8.75046306694e+001, +2.24435333561e-002, +1.44419512592e+001
+2.36000000000e+003, +3.33341206774e+002, +8.74646844598e+001, +2.24580380301e-002, +1.47454032311e+001
+2.37000000000e+003, +3.34772170846e+002, +8.74293433796e+001, +2.24586615765e-002, +1.50149907766e+001
+2.38000000000e+003, +3.36173975089e+002, +8.74640931616e+001, +2.24585517175e-002, +1.48741771566e+001
+2.39000000000e+003, +3.37556083383e+002, +8.74138815894e+001, +2.24556499155e-002, +1.52308534455e+001
+2.40000000000e+003, +3.38998735387e+002, +8.74810357383e+001, +2.24588295516e-002, +1.48990143361e+001
+2.41000000000e+003, +3.40163254287e+002, +8.74518427054e+001, +2.24419632437e-002, +1.51233437146e+001
+2.42000000000e+003, +3.41750873444e+002, +8.74446778313e+001, +2.24534116476e-002, +1.52366215851e+001
+2.43000000000e+003, +3.43158478038e+002, +8.74518596408e+001, +2.24532368058e-002, +1.52564072628e+001
+2.44000000000e+003, +3.44152079204e+002, +8.73743568733e+001, +2.24245908033e-002, +1.57656342232e+001
+2.45000000000e+003, +3.45613659052e+002, +8.73778060049e+001, +2.24279700405e-002, +1.58118056324e+001
+2.46000000000e+003, +3.47098182840e+002, +8.73871667854e+001, +2.24329108442e-002, +1.58230740130e+001
+2.47000000000e+003, +3.48527427169e+002, +8.74181691266e+001, +2.24346379102e-002, +1.56998366134e+001
+2.48000000000e+003, +3.49899203748e+002, +8.73864974944e+001, +2.24315580179e-002, +1.59548464584e+001
+2.49000000000e+003, +3.51514423714e+002, +8.73807155784e+001, +2.24445016140e-002, +1.60639334790e+001
+2.50000000000e+003, +3.52898932843e+002, +8.73595954461e+001, +2.24423921320e-002, +1.62571515950e+001
+2.51000000000e+003, +3.54081508425e+002, +8.73762949991e+001, +2.24281862658e-002, +1.62085373331e+001
